Request ID,Request Description
23-FOI-00120,"This FOIA request pertains to financial reporting to the Federal Railroad Administration (FRA) pertaining to pandemic relief funds made available to Amtrak as provided by the following pieces of legislation: 1..Coronavirus Aid, Relief, and Economic Security (CARES) Act ($1.018 billion). 2. Coronavirus Response and Relief Supplemental Appropriations Act of 2021 ($998 million). 3. American Rescue Plan Act of 2021 ($1.7 billion). Please provide copies of all reports submitted to the FRA documenting the specifics regarding what these funds were expended for including all expenditures focused upon the National Network. Please provide balance remaining unspent for each piece of enabling legislation as of February 28, 2023. (Date Range for Record Search: From 01/01/2020 To 03/08/2023)"
23-FOI-00121,"During the January 29, 2021 Board of Directors meeting, Caroline Decker, VP-NEC Service Line advised the Board: "" . . . on the successful acquisition of the leased Accela trainsets"". Please provide a copy of the full Business Case provided to the Board of Directors and the FRA supporting the rationale for acquiring these trainsets. (Date Range for Record Search: From 01/01/2020 To 06/30/2021)"
23-FOI-00122,see attached
23-FOI-00123,Requesting a copy of the current FY23 Equipment Capital Plan as adjusted to reflect the Omnibus spending bill passed by Congress in Dec 2022 (Date Range for Record Search: From 09/01/2022 To 03/08/2023)
23-FOI-00124,"All communication between Mr. Anthony Coscia, Board Chairman, and all others pertaining in part or in whole to the ""Unified Operations Center"" (Date Range for Record Search: From 01/01/2019 To 03/08/2023)"
23-FOI-00125,"All communications to/from DJ Stadtler discussing in whole or in part the ""Unified Operations Center""."
23-FOI-00126,"I serve as General Counsel for Pacific Coast Sightseeing Tours & Charters, Inc. We are submitting this FOIA request for Route 1 - RFP Doc #3522946810 and Route 19 RFP Doc #3531289250. We request the following documentation for each respective RFP: Award notification letters to the successful proposers Any and all documents submitted by each respective successful proposer to Amtrak for the RFPs, including any documents related to negotiations between parties including any Best and Final Offers Amtrak's actual scoring related to scores for each of the criteria in the respective RFPs for the successful proposers and for Pacific Coast. Amtrak internal procedures for award criteria and scoring for the RFPs listed above. Please contact me with any further questions.  (Date Range for Record Search: From 06/01/2022 To 03/10/2023)"
23-FOI-00127,"Project No. X112-21322 - RFQ Design - Lancaster Station Platform and SOGR Design: Can you please provide an update on this project? Request for Qualifications were due on 11/30/21. Update information I'm inquiring about is construction status, Architect/Engineer, or is it even out to bid yet? Thank you. (Date Range for Record Search: From 11/30/2021 To 03/10/2023)"
23-FOI-00128,"All communications to/from David Handera, Vice President-Stations, Facilities, Properties & Accessibility, discussing, in whole or in part, the ""Unified Operations Center"". Alternatively, references may be to: The Renaissance Centre 405 North King Street Wilmington, DE (Date Range for Record Search: From 01/01/2018 To 03/13/2023)"
23-FOI-00129,"All communications to/from Maegan Keane (AVP, Financial Planning & Analysis at Amtrak) pertaining to the Unified Operations Center located at the Renaissance Centre; 405 North King Street; Wilmington, DE."
23-FOI-00130,"All communications to/from Richard Anderson (former Amtrak) pertaining to the Unified Operations Center located at the Renaissance Centre; 405 North King Street; Wilmington, DE. (Date Range for Record Search: From 01/01/2018 To 09/30/2020)"
23-FOI-00131,"A copy of Mr. Gardner's response to the January 18, 2023 letter from Senator's Blumenthal, Markey, Cantwell and Cardin is requested. The letter from the Senator's resides in the public domain. Mr. Gardner was asked by the Senator's to respond by January 31, 2023. (Date Range for Record Search: From 01/01/2023 To 03/13/2023)"
23-FOI-00132,"* The ""Request for Information"" document that Amtrak sent potential manufacturers for the new long-distance fleet. * Proposals that manufacturers have submitted to Amtrak related to the new long-distance fleet * Internal strategy & planning documents related to requirements for the new long-distance fleet  (Date Range for Record Search: From 3/14/2023 To 3/14/2023)"
23-FOI-00133,"Video of incident described on the attached police report, dated 5/15/2022, at 13:20 at the intersection of Front Street and South Walnut Street in Wilmington, Delaware (see Narrative Report Sequence: 002) (Date Range for Record Search: From 05/15/2022 To 05/15/2022)"
23-FOI-00134,"Request a copy of the following Amtrak Mechanical Department report: ""Chief Mechanical Officer FY23 Production Report-February 2023"" I have sent a copy via email to Rebecca Connor as I am unable to attach this PDF (Date Range for Record Search: From 02/15/2023 To 03/16/2023)"
23-FOI-00135,"On page 14 of the FY2020 Management Discussion and Analysis of Financial Statements the following statement appears: ""Facility, communication, and office related"" (expenses) ""decreased by $11.9 million or 6.6% in FY2020 compared with FY2019, primarily due to decreases in building maintenance and janitorial services and office equipment and supplies. These decreases were partially offset by a charge recorded in FY2020 for ceasing to use one of Amtrak's leased office spaces"". Please provide detail relating to which specific location of Amtrak's leased office spaces incurred the referenced charge, the dollar amount of the charge and to what specific location the function and related employees were transferred to. Please provide a copy of the business case directed to senior management outlining the business rationale for terminating the lease in question and recognizing the charge incurred to terminate the lease. (Date Range for Record Search: From 09/01/2019 To 12/31/2021)"
23-FOI-00136,"In the FY 2020 financial statements note 8 on page 59 projects capital lease payments in 2023 to total $12.475 million. In the same foot note in the FY 2022 financial statements (page 32) estimated capital lease payments now are estimated at $2.878 million. Please provide explanatory information regarding what comprises the change in projected capital lease payments in 2023 (FY22 financial statements v. FY20). Specifically, which assets are no longer subject to capital lease payments as well as details regarding the actual transactions associated with these leases. (Date Range for Record Search: From 09/01/2019 To 03/19/2023)"
23-FOI-00137,In the FY 2020 financial statements note 8 on page 60 projects minimum operating lease payments in 2023 to total $24.1 million. In the same foot note in the FY 2022 financial statements (page 33) estimated minimum operating lease payments now are estimated at $37.2 million. Please provide documentation pertaining to the specific transactions and assets/facilities/rail equipment constituting the $13.1 million increase in minimum FY23 operating lease payments (Date Range for Record Search: From 09/01/2019 To 03/19/2023)
23-FOI-00138,"In Nov 2019 Philip Morris Capital Corp. and HNB Investment Corp. sued NRPC in the U.S. District Court for the Southern District of New York. The suit alleged that NRPC had breached contracts for $250 million in high speed rail equipment utilized on the Northeast Corridor. The litigants demanded payment of $92 million to cure the breach. HNB had originally contacted NRPC about this breach in 2016. Given the size of this claim and the evidence submitted to the Court by the litigants regarding its validity (including on-site equipment inspection reports), please provide substantiation as to how this significant claim was disclosed to Congress, the FRA and the general public including providing relevant copies of such documents/reports. (Date Range for Record Search: From 09/01/2015 To 03/19/2023)"
